,Data Medicao,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)","TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)",RADIACAO GLOBAL(Mj/m²),ANO,MES,DIA
25,2008-03-22,1.8,30.6,21.8,88.75,1.0625,12.066394,2008,Mar,22
26,2008-03-23,0.8,31.4,22.5,86.166667,1.204167,20.674829000000003,2008,Mar,23
27,2008-03-24,10.6,29.7,22.4,88.416667,1.241667,20.312822,2008,Mar,24
28,2008-03-25,7.6,31.3,22.1,87.625,0.833333,16.823683000000003,2008,Mar,25
29,2008-03-26,9.2,29.1,21.8,91.416667,0.966667,14.506870000000001,2008,Mar,26
30,2008-03-27,132.4,30.8,22.1,87.916667,1.25,20.245432,2008,Mar,27
31,2008-03-28,41.4,28.4,21.8,89.708333,1.141667,20.646983,2008,Mar,28
32,2008-03-29,0.0,31.1,21.4,86.291667,1.079167,20.333226,2008,Mar,29
33,2008-03-30,12.8,29.5,22.0,90.5,1.275,19.186618,2008,Mar,30
34,2008-03-31,16.0,27.7,22.7,92.083333,0.858333,17.411851,2008,Mar,31
35,2008-04-01,26.4,25.8,22.2,94.375,1.945833,22.624959999999998,2008,Abr,1
36,2008-04-02,4.8,30.2,21.1,85.708333,0.895833,22.558732,2008,Abr,2
37,2008-04-03,0.0,29.8,22.3,94.208333,0.941667,21.180369,2008,Abr,3
38,2008-04-04,36.2,30.6,21.7,87.083333,1.2625,16.695646,2008,Abr,4
39,2008-04-05,0.0,26.6,22.8,92.291667,1.1125,22.742967,2008,Abr,5
40,2008-04-06,5.0,29.4,21.4,91.083333,0.85,23.308548,2008,Abr,6
41,2008-04-07,0.6,30.8,22.2,85.916667,0.7,20.397204000000002,2008,Abr,7
42,2008-04-08,7.0,31.4,22.1,90.208333,1.279167,22.735022,2008,Abr,8
43,2008-04-09,0.8,32.4,22.2,85.583333,1.2,22.656413,2008,Abr,9
44,2008-04-10,0.2,32.9,21.4,85.291667,0.595833,22.625964,2008,Abr,10
45,2008-04-11,0.0,32.6,21.7,87.083333,0.833333,21.573149,2008,Abr,11
46,2008-04-12,3.0,31.2,22.0,88.541667,0.629167,21.803447,2008,Abr,12
47,2008-04-13,21.8,29.6,21.4,87.541667,1.4,22.568774,2008,Abr,13
48,2008-04-14,0.0,32.0,22.0,88.916667,0.65,23.680222999999998,2008,Abr,14
49,2008-04-15,10.6,31.3,21.5,89.125,0.95,22.899879000000002,2008,Abr,15
50,2008-04-16,7.2,30.9,21.6,91.541667,0.975,22.462749,2008,Abr,16
51,2008-04-17,9.0,32.0,21.1,91.875,0.545833,18.259633,2008,Abr,17
52,2008-04-18,17.6,31.4,22.3,84.708333,1.2125,19.627363000000003,2008,Abr,18
53,2008-04-19,0.0,31.6,20.6,86.5,0.733333,22.635797999999998,2008,Abr,19
54,2008-04-20,0.0,32.9,21.0,83.208333,0.8375,21.313034,2008,Abr,20
55,2008-04-21,0.0,33.3,21.6,82.625,1.0,21.147779999999997,2008,Abr,21
56,2008-04-22,0.0,31.7,21.6,89.0,0.6125,22.873826,2008,Abr,22
57,2008-04-23,3.8,32.7,22.4,84.708333,1.166667,23.167555,2008,Abr,23
58,2008-04-24,9.0,31.8,22.8,86.583333,1.366667,20.053305,2008,Abr,24
59,2008-04-25,20.2,31.4,21.9,85.833333,0.954167,21.20613,2008,Abr,25
60,2008-04-26,3.2,29.6,22.6,88.583333,0.895833,17.185024000000002,2008,Abr,26
61,2008-04-27,0.0,32.9,22.5,84.875,1.029167,17.214978,2008,Abr,27
62,2008-04-28,0.0,32.5,21.3,82.75,0.770833,8.50435,2008,Abr,28
63,2008-04-29,0.0,31.4,22.2,87.208333,0.95,15.307091,2008,Abr,29
64,2008-04-30,1.8,30.4,21.8,90.541667,0.995833,15.564709,2008,Abr,30
65,2008-05-01,7.0,31.7,22.7,91.391304,0.756522,14.227596,2008,Mai,1
66,2008-05-02,42.6,30.3,22.0,92.416667,1.083333,17.862535,2008,Mai,2
67,2008-05-03,7.2,31.8,21.6,87.958333,0.8375,21.153535,2008,Mai,3
68,2008-05-04,2.2,32.2,21.6,88.458333,0.875,20.53086,2008,Mai,4
69,2008-05-05,38.6,30.0,21.6,88.458333,1.175,17.775791,2008,Mai,5
70,2008-05-06,0.0,32.4,22.7,85.416667,0.766667,17.607829,2008,Mai,6
71,2008-05-07,0.0,33.2,21.3,84.666667,0.741667,21.259313,2008,Mai,7
72,2008-05-08,0.0,31.4,21.5,90.833333,1.05,14.373787,2008,Mai,8
73,2008-05-09,5.6,29.5,22.5,91.5,1.158333,16.930632000000003,2008,Mai,9
74,2008-05-10,1.6,27.0,22.2,92.916667,0.5125,16.940856,2008,Mai,10
75,2008-05-11,0.8,31.2,22.2,87.083333,1.283333,20.435982,2008,Mai,11
76,2008-05-12,0.0,30.2,21.3,85.041667,1.4625,6.571898,2008,Mai,12
77,2008-05-13,0.0,32.6,19.5,83.958333,1.375,19.817691999999997,2008,Mai,13
78,2008-05-14,1.6,32.8,18.3,80.083333,1.104167,10.838239999999999,2008,Mai,14
79,2008-05-15,0.0,32.8,19.5,79.0,1.504167,15.022919,2008,Mai,15
80,2008-05-16,0.0,33.3,19.6,79.375,1.0875,8.172976,2008,Mai,16
81,2008-05-17,0.0,33.9,20.7,79.125,1.641667,19.420501,2008,Mai,17
82,2008-05-18,0.0,33.3,19.7,76.708333,1.975,20.056662,2008,Mai,18
83,2008-05-19,0.0,32.3,21.0,79.25,1.570833,8.184118999999999,2008,Mai,19
84,2008-05-20,0.0,33.3,20.3,78.333333,1.5125,14.387197,2008,Mai,20
85,2008-05-21,0.0,32.2,18.9,81.958333,0.845833,18.345006,2008,Mai,21
86,2008-05-22,0.0,33.2,20.9,81.208333,1.495833,13.493537,2008,Mai,22
87,2008-05-23,0.0,32.5,20.3,81.416667,0.979167,19.208954000000002,2008,Mai,23
88,2008-05-24,0.0,31.6,20.5,86.583333,0.975,22.475704,2008,Mai,24
89,2008-05-25,16.6,32.1,21.7,87.125,1.2625,18.024112000000002,2008,Mai,25
90,2008-05-26,11.0,30.7,21.3,86.708333,1.033333,17.058262,2008,Mai,26
91,2008-05-27,45.0,31.4,19.9,85.708333,1.325,18.306835,2008,Mai,27
92,2008-05-28,0.0,32.0,20.2,83.666667,1.129167,18.023981,2008,Mai,28
93,2008-05-29,0.0,31.7,19.5,78.666667,1.729167,10.123822,2008,Mai,29
94,2008-05-30,0.0,32.5,17.0,78.833333,1.645833,20.389283,2008,Mai,30
95,2008-05-31,0.0,33.5,19.8,76.75,1.941667,16.756014999999998,2008,Mai,31
96,2008-06-01,0.0,32.7,17.9,78.909091,1.390909,20.665470000000003,2008,Jun,1
97,2008-06-02,0.0,31.3,18.0,78.208333,1.508333,20.429940000000002,2008,Jun,2
98,2008-06-03,0.0,32.4,15.4,75.708333,1.208333,20.342551,2008,Jun,3
99,2008-06-04,0.0,32.4,16.1,77.791667,0.825,19.573203000000003,2008,Jun,4
100,2008-06-05,0.0,32.7,18.8,76.625,1.325,18.697722000000002,2008,Jun,5
101,2008-06-06,0.0,33.2,17.2,75.25,1.625,20.309174,2008,Jun,6
102,2008-06-07,0.0,33.3,17.4,75.375,1.845833,20.349365000000002,2008,Jun,7
103,2008-06-08,0.0,31.6,16.8,75.166667,2.341667,20.451832000000003,2008,Jun,8
104,2008-06-09,0.0,32.6,15.1,74.541667,1.75,20.690902,2008,Jun,9
105,2008-06-10,0.0,32.5,20.3,72.958333,1.479167,20.68782,2008,Jun,10
106,2008-06-11,0.0,33.1,18.1,74.75,1.358333,20.669349999999998,2008,Jun,11
107,2008-06-12,0.0,34.1,18.3,73.833333,1.1125,20.679066,2008,Jun,12
108,2008-06-13,0.0,33.8,16.5,75.0,1.0375,20.862979,2008,Jun,13
109,2008-06-14,0.0,33.2,19.1,74.416667,1.3125,20.929388,2008,Jun,14
110,2008-06-15,0.0,33.5,18.0,73.083333,1.3,19.311282,2008,Jun,15
111,2008-06-16,0.0,34.4,17.4,70.916667,1.204167,16.976645,2008,Jun,16
112,2008-06-17,0.0,33.9,18.6,74.541667,0.858333,19.509549,2008,Jun,17
113,2008-06-18,0.0,33.7,23.9,69.916667,1.866667,19.811730999999998,2008,Jun,18
114,2008-06-19,0.0,33.8,15.8,69.833333,1.504167,21.127594000000002,2008,Jun,19
115,2008-06-20,0.0,33.2,15.9,69.708333,1.454167,17.815450000000002,2008,Jun,20
116,2008-06-21,0.0,33.4,15.7,70.875,1.416667,20.345799,2008,Jun,21
117,2008-06-22,0.0,33.6,14.7,70.583333,1.283333,20.751525,2008,Jun,22
118,2008-06-23,0.0,33.6,14.6,67.708333,1.3125,20.246955000000003,2008,Jun,23
119,2008-06-24,0.0,34.1,16.4,71.666667,1.1375,19.355573,2008,Jun,24
120,2008-06-25,0.0,34.0,17.0,70.875,1.529167,20.082442,2008,Jun,25
121,2008-06-26,0.0,34.0,16.6,68.416667,2.083333,20.973877,2008,Jun,26
122,2008-06-27,0.0,33.8,15.0,67.625,1.745833,21.140561,2008,Jun,27
123,2008-06-28,0.0,33.6,15.6,69.583333,2.05,18.870345,2008,Jun,28
124,2008-06-29,0.0,33.7,15.7,67.625,2.145833,19.736900000000002,2008,Jun,29
125,2008-06-30,0.0,33.3,15.7,67.458333,1.575,19.280048,2008,Jun,30
126,2008-07-01,0.0,34.4,14.7,67.541667,1.433333,19.49177,2008,Jul,1
127,2008-07-02,0.0,33.9,17.4,72.916667,1.3625,20.640392,2008,Jul,2
128,2008-07-03,0.0,33.3,18.0,67.791667,2.104167,19.06878,2008,Jul,3
129,2008-07-04,0.0,34.2,14.6,67.625,1.6125,20.056147,2008,Jul,4
130,2008-07-05,0.0,35.0,15.2,66.125,1.3375,20.438483,2008,Jul,5
131,2008-07-06,0.0,34.5,16.6,68.708333,1.920833,20.260426,2008,Jul,6
132,2008-07-07,0.0,34.7,16.6,69.541667,1.683333,18.911129000000003,2008,Jul,7
133,2008-07-08,0.0,34.3,17.0,66.083333,2.2625,17.744909,2008,Jul,8
134,2008-07-09,0.0,34.0,16.0,66.083333,2.0,18.417547,2008,Jul,9
135,2008-07-10,0.0,33.4,15.3,65.125,1.7875,19.588183,2008,Jul,10
136,2008-07-11,0.0,34.7,14.4,63.416667,2.254167,20.693777,2008,Jul,11
137,2008-07-12,0.0,34.3,16.2,65.333333,2.3125,17.990063999999997,2008,Jul,12
138,2008-07-13,0.0,34.0,15.0,63.916667,1.9875,18.536176,2008,Jul,13
139,2008-07-14,0.0,33.5,14.4,62.541667,1.758333,20.017433,2008,Jul,14
140,2008-07-15,0.0,33.8,13.0,64.041667,2.116667,20.415431,2008,Jul,15
141,2008-07-16,0.0,33.4,13.1,63.916667,2.4375,16.586573,2008,Jul,16
142,2008-07-17,0.0,33.7,14.8,66.291667,1.975,20.087931,2008,Jul,17
143,2008-07-18,0.0,35.2,20.8,64.75,1.383333,20.789405,2008,Jul,18
144,2008-07-19,0.0,35.2,18.1,65.875,1.333333,20.621295,2008,Jul,19
145,2008-07-20,0.0,35.7,19.2,64.791667,1.441667,19.441644,2008,Jul,20
146,2008-07-21,0.0,35.3,14.3,60.333333,1.841667,20.478809000000002,2008,Jul,21
147,2008-07-22,0.0,34.9,14.7,64.833333,1.4375,20.83629,2008,Jul,22
148,2008-07-23,0.0,35.4,16.7,64.708333,1.4875,20.105901000000003,2008,Jul,23
149,2008-07-24,0.0,35.9,18.1,61.5,1.283333,20.627726,2008,Jul,24
150,2008-07-25,0.0,36.8,16.8,62.375,1.179167,20.577925,2008,Jul,25
151,2008-07-26,0.0,36.3,15.7,60.208333,1.516667,20.617486,2008,Jul,26
152,2008-07-27,0.0,35.7,16.3,63.375,1.866667,20.526134000000003,2008,Jul,27
153,2008-07-28,0.0,34.8,15.9,60.0,2.3625,20.238554,2008,Jul,28
154,2008-07-29,0.0,34.5,14.3,59.791667,2.058333,20.109638,2008,Jul,29
155,2008-07-30,0.0,34.8,16.2,62.0,1.2,14.906173,2008,Jul,30
156,2008-07-31,0.0,36.1,16.8,64.166667,1.4,13.408462,2008,Jul,31
157,2008-08-01,0.0,35.9,15.7,61.125,1.2625,18.011778,2008,Ago,1
158,2008-08-02,0.0,36.3,17.3,55.625,1.145833,21.235621,2008,Ago,2
159,2008-08-03,0.0,36.8,14.9,61.375,1.058333,16.368355,2008,Ago,3
160,2008-08-04,0.0,36.8,18.4,64.625,0.908333,18.479618,2008,Ago,4
161,2008-08-05,0.4,35.9,18.3,74.916667,1.383333,21.58759,2008,Ago,5
162,2008-08-06,5.8,36.2,18.7,68.291667,1.7625,15.176103,2008,Ago,6
163,2008-08-07,0.0,35.2,15.4,60.875,1.933333,12.067414000000001,2008,Ago,7
164,2008-08-08,0.0,36.8,17.1,63.666667,1.05,6.9267330000000005,2008,Ago,8
165,2008-08-09,0.0,36.2,22.5,63.625,1.5625,17.142512999999997,2008,Ago,9
166,2008-08-10,0.0,36.2,19.1,61.416667,1.883333,16.087605,2008,Ago,10
167,2008-08-11,0.0,36.0,14.4,57.625,1.920833,20.701213,2008,Ago,11
168,2008-08-12,0.0,35.3,14.5,60.083333,1.708333,21.167420999999997,2008,Ago,12
169,2008-08-13,0.0,36.6,16.4,57.25,2.045833,21.946398000000002,2008,Ago,13
170,2008-08-14,0.0,36.5,16.7,57.75,1.508333,21.406276000000002,2008,Ago,14
171,2008-08-15,0.0,36.5,15.8,59.291667,2.058333,21.71982,2008,Ago,15
172,2008-08-16,0.0,36.7,17.2,55.541667,1.808333,22.157582,2008,Ago,16
173,2008-08-17,0.0,36.5,16.1,55.958333,1.766667,18.928876,2008,Ago,17
174,2008-08-18,0.0,37.0,17.7,52.041667,1.841667,20.454594,2008,Ago,18
175,2008-08-19,0.0,36.1,16.2,47.625,2.7375,15.519651,2008,Ago,19
176,2008-08-20,0.0,35.5,13.9,50.958333,2.116667,20.020451,2008,Ago,20
177,2008-08-21,0.0,36.2,15.3,55.583333,1.820833,17.4294,2008,Ago,21
178,2008-08-22,0.0,37.3,20.4,56.833333,1.504167,14.441814999999998,2008,Ago,22
179,2008-08-23,0.0,36.9,20.7,57.0,1.629167,14.327639999999999,2008,Ago,23
180,2008-08-24,0.0,37.7,19.8,55.125,1.870833,16.369845,2008,Ago,24
181,2008-08-25,0.0,36.4,20.4,56.916667,1.8125,17.164194,2008,Ago,25
182,2008-08-26,0.0,36.7,17.0,57.625,1.475,18.65402,2008,Ago,26
183,2008-08-27,0.0,38.1,16.5,54.916667,0.945833,21.660454,2008,Ago,27
184,2008-08-28,0.0,36.4,16.0,57.916667,1.125,20.720830999999997,2008,Ago,28
185,2008-08-29,0.0,35.9,22.2,61.208333,1.395833,21.635035,2008,Ago,29
186,2008-08-30,0.0,37.7,20.6,60.75,1.6,18.179727,2008,Ago,30
187,2008-08-31,0.0,36.1,21.5,63.75,1.904167,13.323079,2008,Ago,31
188,2008-09-01,21.4,35.2,21.5,76.666667,1.570833,22.756169999999997,2008,Set,1
189,2008-09-02,0.4,36.9,20.9,65.166667,1.829167,19.280708,2008,Set,2
190,2008-09-03,0.0,36.2,19.7,61.083333,1.995833,21.865573,2008,Set,3
191,2008-09-04,0.0,36.6,17.2,62.791667,1.3375,20.459317,2008,Set,4
192,2008-09-05,0.0,36.4,17.3,67.541667,1.3375,13.291333999999999,2008,Set,5
193,2008-09-06,0.0,36.8,19.8,65.125,1.254167,0.672399,2008,Set,6
194,2008-09-07,0.0,36.4,17.2,65.125,1.691667,3.154537,2008,Set,7
195,2008-09-08,0.0,36.2,18.7,65.125,1.704167,19.229023,2008,Set,8
196,2008-09-09,0.0,37.4,19.6,63.375,1.6875,16.708814999999998,2008,Set,9
197,2008-09-10,0.0,38.2,18.4,57.173913,2.013043,12.934184,2008,Set,10
198,2008-09-11,0.0,37.4,17.8,55.208333,2.266667,14.073969,2008,Set,11
199,2008-09-12,0.0,37.6,18.7,55.666667,1.4625,21.940338,2008,Set,12
200,2008-09-13,0.0,38.4,18.8,54.166667,1.9375,16.105548000000002,2008,Set,13
201,2008-09-14,0.0,37.9,17.6,54.708333,1.758333,16.403563,2008,Set,14
202,2008-09-15,0.0,37.5,19.5,59.25,1.933333,19.286644,2008,Set,15
203,2008-09-16,0.4,38.1,22.1,62.5,1.495833,19.855922,2008,Set,16
204,2008-09-17,0.0,37.2,19.0,60.083333,1.295833,20.572226999999998,2008,Set,17
205,2008-09-18,0.0,37.5,17.7,60.708333,1.441667,20.566512000000003,2008,Set,18
206,2008-09-19,0.0,36.6,20.7,61.416667,1.816667,10.229301,2008,Set,19
207,2008-09-20,0.0,36.5,19.6,61.875,1.704167,17.424851999999998,2008,Set,20
208,2008-09-21,0.0,36.7,19.8,58.0,0.85,20.406601,2008,Set,21
209,2008-09-22,0.0,36.7,20.6,58.833333,1.391667,15.207446,2008,Set,22
210,2008-09-23,0.0,37.4,20.7,68.083333,1.516667,20.204297,2008,Set,23
211,2008-09-24,1.2,35.0,21.5,71.0,1.970833,11.116357,2008,Set,24
212,2008-09-25,0.0,32.9,21.5,71.125,1.2,19.744172,2008,Set,25
213,2008-09-26,0.0,36.6,19.3,65.583333,1.108333,12.857624,2008,Set,26
214,2008-09-27,0.0,36.2,20.0,62.208333,1.316667,20.193806000000002,2008,Set,27
215,2008-09-28,0.0,36.7,20.1,62.208333,1.6,16.164197,2008,Set,28
216,2008-09-29,0.0,35.1,21.2,67.125,1.479167,9.696616,2008,Set,29
217,2008-09-30,0.0,35.6,21.1,76.041667,1.5625,14.528287,2008,Set,30
218,2008-10-01,4.0,36.8,19.7,71.708333,1.154167,23.036153,2008,Out,1
219,2008-10-02,1.8,28.5,23.7,85.833333,0.754167,23.870489,2008,Out,2
220,2008-10-03,16.2,34.6,21.1,77.0,0.9125,18.491760000000003,2008,Out,3
221,2008-10-04,3.2,35.1,22.3,78.0,1.608333,16.661378,2008,Out,4
222,2008-10-05,10.6,35.5,21.2,79.416667,1.241667,11.746563,2008,Out,5
223,2008-10-06,12.6,36.5,21.9,72.458333,1.633333,11.892251,2008,Out,6
224,2008-10-07,0.0,35.7,21.2,71.083333,1.145833,20.548780999999998,2008,Out,7
225,2008-10-08,0.0,36.0,19.5,66.625,1.4375,10.278715,2008,Out,8
226,2008-10-09,0.0,36.4,20.4,69.375,1.345833,17.374468,2008,Out,9
227,2008-10-10,0.0,37.7,20.4,66.666667,1.6,24.607206,2008,Out,10
228,2008-10-11,0.0,37.6,20.9,61.75,2.083333,19.840441,2008,Out,11
229,2008-10-12,0.0,37.5,18.1,58.666667,1.825,13.665172,2008,Out,12
230,2008-10-13,0.0,37.9,18.4,59.166667,2.05,15.227302,2008,Out,13
231,2008-10-14,0.0,39.1,18.1,55.916667,1.729167,16.536715,2008,Out,14
232,2008-10-15,0.0,38.7,19.6,60.041667,1.458333,16.712613,2008,Out,15
233,2008-10-16,0.0,37.2,19.2,62.458333,1.125,9.910824,2008,Out,16
234,2008-10-17,0.0,36.1,21.4,64.083333,1.108333,19.450982,2008,Out,17
235,2008-10-18,0.0,34.7,22.5,66.958333,1.708333,15.305864999999999,2008,Out,18
236,2008-10-19,0.0,33.2,24.0,72.625,1.9625,5.213267,2008,Out,19
237,2008-10-20,0.0,35.1,19.8,70.958333,1.491667,16.371921,2008,Out,20
238,2008-10-21,0.0,36.5,20.8,64.333333,1.7625,21.10895,2008,Out,21
239,2008-10-22,1.0,34.7,23.5,70.416667,0.766667,8.351289999999999,2008,Out,22
240,2008-10-23,0.0,37.2,21.1,65.541667,1.304167,10.352737000000001,2008,Out,23
241,2008-10-24,0.0,34.9,23.9,60.791667,1.595833,18.719168,2008,Out,24
242,2008-10-25,0.0,37.7,20.8,58.291667,1.745833,17.288592,2008,Out,25
243,2008-10-26,0.0,38.9,18.5,59.083333,1.1375,7.291286,2008,Out,26
244,2008-10-27,0.0,36.1,21.5,65.375,1.2125,12.615371,2008,Out,27
245,2008-10-28,2.6,36.3,23.2,67.541667,1.775,20.458435,2008,Out,28
246,2008-10-29,1.8,34.3,21.5,73.458333,1.833333,14.301312,2008,Out,29
247,2008-10-30,0.0,34.1,22.6,68.791667,1.3625,19.48332,2008,Out,30
248,2008-10-31,0.0,36.3,20.8,70.916667,1.104167,6.828636,2008,Out,31
249,2008-11-01,0.0,33.2,21.0,73.041667,1.491667,17.181371,2008,Nov,1
250,2008-11-02,0.0,36.8,20.1,65.166667,1.8,18.365649,2008,Nov,2
251,2008-11-03,0.0,38.1,21.4,60.75,1.479167,19.703355,2008,Nov,3
252,2008-11-04,0.0,37.0,21.6,68.75,1.1,25.490815,2008,Nov,4
253,2008-11-05,0.0,34.3,21.0,68.958333,1.2875,22.626012,2008,Nov,5
254,2008-11-06,0.0,33.4,21.0,74.833333,1.3,25.280109,2008,Nov,6
255,2008-11-07,8.0,29.2,21.4,88.291667,1.4875,19.715664,2008,Nov,7
256,2008-11-08,3.0,33.5,21.1,77.173913,1.343478,24.323303,2008,Nov,8
257,2008-11-09,8.8,31.9,22.3,87.791667,0.995833,24.231868,2008,Nov,9
258,2008-11-10,3.2,33.1,20.5,81.208333,1.008333,24.025185,2008,Nov,10
259,2008-11-11,0.0,36.3,21.3,71.291667,1.0625,23.437449,2008,Nov,11
260,2008-11-12,0.0,34.8,23.6,72.291667,0.883333,22.339207,2008,Nov,12
261,2008-11-13,0.0,32.8,23.8,74.708333,1.866667,22.178249,2008,Nov,13
262,2008-11-14,0.0,32.3,22.6,78.333333,1.391667,21.93312,2008,Nov,14
263,2008-11-15,0.0,31.3,22.9,81.791667,1.370833,16.951269,2008,Nov,15
264,2008-11-16,0.0,34.2,23.0,77.833333,1.645833,16.340912,2008,Nov,16
265,2008-11-17,0.2,31.3,23.2,81.0,0.9625,14.930814,2008,Nov,17
266,2008-11-18,0.2,34.3,22.6,76.791667,1.4625,18.970710999999998,2008,Nov,18
267,2008-11-19,0.0,34.1,23.0,77.5,1.15,18.800044,2008,Nov,19
268,2008-11-20,22.4,27.4,22.0,89.666667,1.358333,15.452793999999999,2008,Nov,20
269,2008-11-21,51.2,31.6,21.5,82.875,1.6875,20.392709,2008,Nov,21
270,2008-11-22,0.0,34.2,22.6,79.041667,0.995833,14.859919,2008,Nov,22
271,2008-11-23,6.0,30.1,23.6,88.791667,1.120833,23.463844,2008,Nov,23
272,2008-11-24,7.8,29.2,23.7,90.791667,1.320833,24.733370999999998,2008,Nov,24
273,2008-11-25,7.8,32.1,22.1,83.791667,1.658333,15.468811,2008,Nov,25
274,2008-11-26,1.6,32.8,22.6,81.166667,0.975,18.707438999999997,2008,Nov,26
275,2008-11-27,0.0,30.0,22.5,88.0,1.275,17.958918,2008,Nov,27
276,2008-11-28,0.8,30.0,21.8,86.125,0.925,20.50974,2008,Nov,28
277,2008-11-29,27.8,31.7,20.7,82.416667,1.104167,21.483361000000002,2008,Nov,29
278,2008-11-30,0.0,30.7,22.5,82.041667,1.541667,15.72795,2008,Nov,30
279,2008-12-01,3.2,32.3,21.1,82.208333,1.5625,24.725835,2008,Dez,1
280,2008-12-02,0.0,29.5,22.6,88.0,1.7875,20.82288,2008,Dez,2
281,2008-12-03,3.6,30.6,22.0,84.583333,1.458333,24.066774000000002,2008,Dez,3
282,2008-12-04,0.2,32.8,21.6,85.875,1.029167,23.538149,2008,Dez,4
283,2008-12-05,13.0,29.3,23.3,86.416667,1.545833,21.283728,2008,Dez,5
284,2008-12-06,9.6,33.1,20.7,83.0,1.170833,24.164609,2008,Dez,6
285,2008-12-07,0.0,33.1,21.0,79.875,1.029167,19.111326000000002,2008,Dez,7
286,2008-12-08,0.0,33.6,20.8,79.25,1.041667,21.385168,2008,Dez,8
287,2008-12-09,0.2,32.9,21.7,82.958333,1.025,22.773052,2008,Dez,9
288,2008-12-10,6.8,31.1,21.9,82.166667,1.625,22.601048,2008,Dez,10
289,2008-12-11,0.0,32.6,21.6,78.75,1.116667,24.238438,2008,Dez,11
290,2008-12-12,3.8,31.0,23.1,83.458333,1.320833,23.85507,2008,Dez,12
291,2008-12-13,9.0,31.1,21.2,85.583333,1.0625,22.585952000000002,2008,Dez,13
292,2008-12-14,0.0,32.2,22.8,81.458333,0.783333,23.110974,2008,Dez,14
293,2008-12-15,0.0,31.7,23.1,78.5,1.604167,23.735906,2008,Dez,15
294,2008-12-16,18.2,26.8,21.5,89.0,1.116667,23.485533,2008,Dez,16
295,2008-12-17,4.0,31.9,21.7,84.416667,0.866667,23.609576,2008,Dez,17
296,2008-12-18,0.0,29.4,23.6,85.041667,1.0875,19.632960999999998,2008,Dez,18
297,2008-12-19,0.0,31.7,21.9,84.541667,0.870833,18.934133000000003,2008,Dez,19
298,2008-12-20,1.2,27.0,23.0,86.666667,1.129167,22.763274000000003,2008,Dez,20
299,2008-12-21,0.0,31.3,20.8,80.833333,0.475,18.675435,2008,Dez,21
300,2008-12-22,14.8,30.6,23.0,79.416667,1.5125,18.952042999999996,2008,Dez,22
301,2008-12-23,0.0,28.6,24.0,86.083333,0.820833,19.136169,2008,Dez,23
302,2008-12-24,7.8,30.4,23.1,84.708333,1.170833,13.165521,2008,Dez,24
303,2008-12-25,0.0,32.4,23.9,84.208333,1.120833,20.310914,2008,Dez,25
304,2008-12-26,0.4,29.4,23.3,82.958333,1.783333,19.893728,2008,Dez,26
305,2008-12-27,0.0,32.3,20.5,79.625,1.066667,20.401757,2008,Dez,27
306,2008-12-28,0.0,33.5,20.5,77.916667,0.970833,17.188742,2008,Dez,28
307,2008-12-29,0.0,33.7,22.6,78.5,0.829167,13.715464,2008,Dez,29
