,Data Medicao,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)","TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)",RADIACAO GLOBAL(Mj/m²),ANO,MES,DIA
112,2002-04-10,0.0,32.8,21.6,76.5,1.479167,19.668,2002,Abr,10
113,2002-04-11,0.2,27.6,20.9,84.583333,1.095833,12.438,2002,Abr,11
114,2002-04-12,0.0,31.5,20.6,79.695652,1.278261,19.893,2002,Abr,12
115,2002-04-13,0.0,32.7,20.7,74.130435,1.526087,19.791,2002,Abr,13
116,2002-04-14,0.0,31.7,20.3,80.625,1.445833,15.814,2002,Abr,14
117,2002-04-15,3.2,32.9,19.8,73.125,1.25,14.617,2002,Abr,15
118,2002-04-16,0.0,32.4,21.3,71.666667,1.229167,19.871,2002,Abr,16
120,2002-04-18,0.0,33.5,20.1,66.041667,1.5,19.489,2002,Abr,18
121,2002-04-19,0.0,33.3,19.8,61.5,2.058333,19.912,2002,Abr,19
122,2002-04-20,27.6,32.9,18.3,65.833333,1.275,19.808,2002,Abr,20
123,2002-04-21,0.0,34.0,16.5,61.375,1.920833,19.645,2002,Abr,21
124,2002-04-22,0.4,32.2,21.6,62.0,2.354167,20.511,2002,Abr,22
125,2002-04-23,0.0,33.1,17.1,62.958333,2.054167,19.127,2002,Abr,23
126,2002-04-24,0.0,33.0,18.2,56.5,1.866667,4.407,2002,Abr,24
127,2002-04-25,0.0,34.3,18.0,63.875,1.291667,19.964,2002,Abr,25
128,2002-04-26,0.0,33.9,18.8,64.041667,1.425,19.727,2002,Abr,26
129,2002-04-27,0.0,33.8,17.6,66.125,1.320833,20.583,2002,Abr,27
130,2002-04-28,0.0,34.1,17.4,65.125,1.2625,20.454,2002,Abr,28
131,2002-04-29,0.0,34.0,18.2,62.208333,1.4875,18.567,2002,Abr,29
132,2002-04-30,0.0,34.2,16.3,62.5,1.204167,16.105,2002,Abr,30
133,2002-05-01,0.0,36.1,16.8,61.125,1.129167,17.542,2002,Mai,1
134,2002-05-02,0.0,35.0,15.9,60.521739,1.147826,19.28,2002,Mai,2
135,2002-05-03,0.0,34.5,16.4,63.333333,1.229167,16.174,2002,Mai,3
136,2002-05-04,0.0,35.3,17.1,63.833333,1.104167,19.752,2002,Mai,4
137,2002-05-05,0.0,35.8,18.5,60.083333,1.279167,20.05,2002,Mai,5
138,2002-05-06,0.0,34.9,16.9,56.5,1.6,17.693,2002,Mai,6
139,2002-05-07,0.0,34.6,15.4,56.166667,1.479167,15.332,2002,Mai,7
140,2002-05-08,0.0,33.1,20.1,62.541667,1.275,18.973,2002,Mai,8
141,2002-05-09,0.0,34.0,20.3,62.666667,1.191667,20.365,2002,Mai,9
142,2002-05-10,0.0,34.3,18.0,60.666667,1.570833,20.276,2002,Mai,10
143,2002-05-11,0.0,33.9,17.6,52.041667,1.945833,17.512,2002,Mai,11
144,2002-05-12,0.0,33.3,18.7,54.583333,1.8,20.533,2002,Mai,12
145,2002-05-13,0.0,32.8,22.9,58.391304,2.134783,0.93,2002,Mai,13
147,2002-05-15,0.0,33.5,16.9,58.0,1.6375,15.472,2002,Mai,15
148,2002-05-16,0.0,35.1,16.0,62.083333,1.016667,12.462,2002,Mai,16
149,2002-05-17,0.0,35.2,17.4,58.25,1.291667,18.006,2002,Mai,17
150,2002-05-18,0.0,35.3,15.9,59.375,1.4,6.205,2002,Mai,18
151,2002-05-19,0.0,35.4,18.7,56.25,1.475,16.8,2002,Mai,19
152,2002-05-20,0.0,35.8,19.5,59.458333,1.145833,15.266,2002,Mai,20
153,2002-05-21,0.0,34.4,21.1,59.583333,1.045833,11.441,2002,Mai,21
154,2002-05-22,0.0,34.0,21.8,64.458333,1.754167,19.844,2002,Mai,22
155,2002-05-23,27.8,29.2,21.2,85.291667,1.566667,19.297,2002,Mai,23
156,2002-05-24,4.2,29.9,19.8,72.291667,1.595833,17.462,2002,Mai,24
157,2002-05-25,0.0,30.4,20.2,67.833333,1.679167,21.723,2002,Mai,25
158,2002-05-26,0.0,30.4,15.4,63.333333,1.754167,22.037,2002,Mai,26
159,2002-05-27,0.0,30.9,12.3,61.208333,1.4375,21.865,2002,Mai,27
160,2002-05-28,0.0,31.4,12.3,58.125,1.408333,22.372,2002,Mai,28
161,2002-05-29,0.0,31.7,12.1,62.5,1.0875,21.625,2002,Mai,29
162,2002-05-30,0.0,32.8,12.1,60.375,1.233333,22.283,2002,Mai,30
163,2002-05-31,0.0,33.6,13.1,61.375,1.083333,21.475,2002,Mai,31
164,2002-06-01,0.0,32.6,14.2,60.458333,1.354167,19.001,2002,Jun,1
165,2002-06-02,0.0,33.1,14.3,59.541667,1.445833,18.785,2002,Jun,2
166,2002-06-03,0.0,33.1,14.4,55.541667,1.5125,20.76,2002,Jun,3
167,2002-06-04,0.0,33.4,13.2,60.125,1.054167,21.696,2002,Jun,4
168,2002-06-05,0.0,33.6,14.6,63.291667,0.9625,13.882,2002,Jun,5
169,2002-06-06,0.0,33.3,15.3,64.5,1.0,15.406,2002,Jun,6
170,2002-06-07,0.0,33.1,16.2,59.708333,1.6,18.131,2002,Jun,7
171,2002-06-08,0.0,33.6,14.4,55.75,1.291667,19.475,2002,Jun,8
172,2002-06-09,0.0,32.6,17.4,57.166667,1.541667,21.085,2002,Jun,9
173,2002-06-10,0.0,33.1,14.4,52.125,1.645833,19.912,2002,Jun,10
174,2002-06-11,0.0,32.7,14.8,44.958333,1.804167,20.869,2002,Jun,11
175,2002-06-12,0.0,33.1,15.0,57.833333,1.379167,19.74,2002,Jun,12
176,2002-06-13,0.0,32.8,16.6,62.166667,1.395833,19.668,2002,Jun,13
177,2002-06-14,0.8,33.6,18.2,58.75,1.775,14.945,2002,Jun,14
178,2002-06-15,0.0,33.0,15.8,51.416667,1.991667,18.564,2002,Jun,15
179,2002-06-16,0.0,31.5,14.9,47.583333,2.3125,7.641,2002,Jun,16
180,2002-06-17,0.0,32.1,15.8,52.625,2.0,14.296,2002,Jun,17
181,2002-06-18,0.0,31.5,16.0,50.826087,2.404348,15.5,2002,Jun,18
185,2002-06-22,0.0,31.0,18.6,54.916667,1.545833,21.092,2002,Jun,22
186,2002-06-23,0.0,31.8,17.5,52.277778,2.144444,20.631,2002,Jun,23
189,2002-06-26,0.0,30.3,17.3,51.166667,2.229167,24.479,2002,Jun,26
190,2002-06-27,0.0,30.6,18.9,59.0,2.033333,25.973,2002,Jun,27
191,2002-06-28,0.0,31.7,14.4,51.833333,1.875,24.78,2002,Jun,28
192,2002-06-29,0.0,32.5,14.7,54.083333,1.758333,21.912,2002,Jun,29
193,2002-06-30,0.0,32.2,17.3,49.375,1.520833,17.317,2002,Jun,30
194,2002-07-01,0.0,32.9,12.9,56.041667,1.366667,21.444,2002,Jul,1
196,2002-07-03,0.0,31.3,14.6,51.0,2.0125,21.883,2002,Jul,3
197,2002-07-04,0.0,30.2,19.3,50.666667,2.8875,25.981,2002,Jul,4
198,2002-07-05,0.0,33.6,14.1,52.173913,1.552174,23.176,2002,Jul,5
202,2002-07-09,0.0,34.5,13.3,54.043478,1.126087,26.021,2002,Jul,9
204,2002-07-11,0.0,33.7,15.8,47.625,1.625,22.174,2002,Jul,11
205,2002-07-12,0.0,34.0,14.6,55.238095,1.061905,26.172,2002,Jul,12
207,2002-07-14,0.0,35.1,16.2,52.166667,1.3125,20.326,2002,Jul,14
208,2002-07-15,0.0,33.5,19.9,49.521739,1.517391,23.104,2002,Jul,15
209,2002-07-16,0.0,31.4,20.2,60.695652,2.026087,10.388,2002,Jul,16
210,2002-07-17,0.2,34.6,17.3,61.0,1.270833,22.697,2002,Jul,17
211,2002-07-18,0.0,34.5,15.5,51.833333,1.3375,20.424,2002,Jul,18
212,2002-07-19,0.0,33.1,16.1,44.333333,1.879167,13.637,2002,Jul,19
213,2002-07-20,0.0,32.8,15.0,44.416667,2.0375,19.43,2002,Jul,20
214,2002-07-21,0.0,32.8,13.6,43.208333,1.458333,24.783,2002,Jul,21
215,2002-07-22,0.0,33.3,12.6,53.347826,1.204348,23.402,2002,Jul,22
216,2002-07-23,0.0,35.3,15.0,53.0,1.334783,21.62,2002,Jul,23
217,2002-07-24,0.0,35.0,15.6,48.0,1.526087,20.457,2002,Jul,24
339,2002-11-23,0.0,35.5,22.5,51.083333,2.275,20.477,2002,Nov,23
340,2002-11-24,0.0,36.1,22.8,50.875,2.158333,20.281,2002,Nov,24
341,2002-11-25,0.0,36.3,24.4,42.583333,2.120833,20.028,2002,Nov,25
342,2002-11-26,0.0,36.4,20.2,39.608696,1.791304,19.598,2002,Nov,26
343,2002-11-27,0.0,37.1,20.4,42.375,1.45,19.832,2002,Nov,27
344,2002-11-28,0.0,37.3,21.2,37.916667,1.708333,19.955,2002,Nov,28
345,2002-11-29,0.0,37.1,20.7,38.291667,2.041667,19.816,2002,Nov,29
346,2002-11-30,0.0,37.6,20.4,36.416667,1.704167,19.974,2002,Nov,30
347,2002-12-01,0.0,36.8,22.0,37.041667,1.475,18.923,2002,Dez,1
348,2002-12-02,0.0,37.9,20.6,40.083333,1.783333,16.613,2002,Dez,2
349,2002-12-03,0.0,38.3,23.3,42.26087,1.63913,19.447,2002,Dez,3
425,2003-02-17,10.0,30.7,20.4,74.75,1.7,26.041,2003,Fev,17
426,2003-02-18,0.0,31.5,21.7,71.25,1.620833,26.229,2003,Fev,18
427,2003-02-19,12.0,27.7,20.4,78.958333,1.754167,26.06,2003,Fev,19
428,2003-02-20,0.0,32.1,21.4,73.458333,1.4625,25.05,2003,Fev,20
429,2003-02-21,0.0,31.1,21.5,71.541667,1.4625,24.301,2003,Fev,21
430,2003-02-22,2.0,31.0,20.2,71.541667,1.808333,20.086,2003,Fev,22
431,2003-02-23,53.0,29.5,20.3,79.583333,1.225,20.789,2003,Fev,23
432,2003-02-24,0.2,31.3,21.1,72.541667,1.0625,12.712,2003,Fev,24
433,2003-02-25,0.0,31.1,20.4,70.25,1.55,25.549,2003,Fev,25
434,2003-02-26,0.0,32.3,20.9,70.625,1.8875,19.453,2003,Fev,26
435,2003-02-27,0.0,32.5,20.1,69.25,1.541667,10.024,2003,Fev,27
436,2003-02-28,0.0,32.3,22.0,67.708333,1.675,23.111,2003,Fev,28
437,2003-03-01,0.0,31.2,22.3,69.125,1.670833,25.405,2003,Mar,1
438,2003-03-02,0.0,31.2,22.3,68.958333,1.379167,22.653,2003,Mar,2
439,2003-03-03,0.0,32.2,22.7,71.75,1.254167,23.016,2003,Mar,3
440,2003-03-04,0.0,32.4,21.0,64.333333,1.570833,25.511,2003,Mar,4
441,2003-03-05,0.0,32.7,21.5,65.833333,1.379167,25.445,2003,Mar,5
442,2003-03-06,0.6,32.6,21.8,64.416667,1.779167,25.151,2003,Mar,6
443,2003-03-07,0.0,29.7,21.7,69.708333,2.125,20.593,2003,Mar,7
444,2003-03-08,0.0,31.8,20.7,68.333333,1.925,21.946,2003,Mar,8
445,2003-03-09,0.0,31.7,21.1,66.291667,1.6625,19.63,2003,Mar,9
446,2003-03-10,14.0,31.9,20.9,67.708333,1.4125,25.651,2003,Mar,10
447,2003-03-11,4.8,32.3,21.5,70.0,1.758333,24.815,2003,Mar,11
448,2003-03-12,36.2,30.2,21.2,75.904762,1.547619,16.412,2003,Mar,12
450,2003-03-14,24.0,30.8,20.2,81.416667,1.241667,24.69,2003,Mar,14
451,2003-03-15,4.2,32.2,21.8,72.875,1.529167,22.626,2003,Mar,15
452,2003-03-16,0.0,31.6,22.0,69.833333,1.95,12.536,2003,Mar,16
453,2003-03-17,0.0,31.5,20.2,69.416667,2.116667,17.047,2003,Mar,17
454,2003-03-18,0.0,28.1,21.6,76.875,1.866667,16.828,2003,Mar,18
455,2003-03-19,0.0,31.2,21.2,75.5,1.633333,17.665806,2003,Mar,19
456,2003-03-20,8.0,30.7,21.4,77.083333,1.6,16.791977,2003,Mar,20
457,2003-03-21,4.8,30.1,21.6,80.75,1.016667,8.595373,2003,Mar,21
458,2003-03-22,0.0,28.6,21.9,82.041667,1.379167,14.798862999999999,2003,Mar,22
459,2003-03-23,31.8,25.5,20.2,86.083333,1.45,16.283064,2003,Mar,23
460,2003-03-24,1.8,28.3,20.8,81.73913,1.308696,20.289067,2003,Mar,24
461,2003-03-25,5.2,30.9,20.1,71.75,1.566667,15.860887,2003,Mar,25
462,2003-03-26,0.0,30.4,21.5,75.75,1.3875,15.848773,2003,Mar,26
463,2003-03-27,0.0,31.7,20.8,72.958333,1.820833,14.031032999999999,2003,Mar,27
464,2003-03-28,0.0,32.6,22.0,70.416667,1.308333,14.282639000000001,2003,Mar,28
465,2003-03-29,0.0,30.0,22.3,78.125,1.6375,15.231368,2003,Mar,29
466,2003-03-30,0.0,30.9,21.3,74.958333,1.429167,14.043235000000001,2003,Mar,30
467,2003-03-31,0.0,31.3,21.9,76.75,1.245833,15.624051,2003,Mar,31
468,2003-04-01,1.8,31.6,21.0,74.5,1.316667,16.458393,2003,Abr,1
469,2003-04-02,49.2,31.1,21.4,73.833333,1.775,19.321996,2003,Abr,2
470,2003-04-03,0.2,31.4,22.5,75.913043,1.382609,0.12597,2003,Abr,3
471,2003-04-04,0.0,32.3,22.5,72.208333,1.2,1.1262919999999998,2003,Abr,4
472,2003-04-05,0.0,32.0,22.2,72.375,1.033333,14.829914,2003,Abr,5
473,2003-04-06,0.0,33.2,21.6,71.625,1.575,16.648394,2003,Abr,6
474,2003-04-07,0.0,34.2,22.2,72.208333,1.729167,11.09983,2003,Abr,7
475,2003-04-08,1.8,27.6,21.4,81.125,1.145833,20.411692,2003,Abr,8
476,2003-04-09,0.0,31.5,21.6,73.5,1.445833,20.049784,2003,Abr,9
477,2003-04-10,0.0,32.5,20.4,72.166667,1.15,18.151004,2003,Abr,10
478,2003-04-11,0.0,33.7,19.6,69.375,1.204167,14.529405,2003,Abr,11
479,2003-04-12,0.0,34.1,20.6,68.416667,1.145833,14.628684000000002,2003,Abr,12
480,2003-04-13,0.2,32.2,21.6,69.625,2.004167,17.989483,2003,Abr,13
481,2003-04-14,45.0,31.4,20.7,76.26087,1.095652,17.504120999999998,2003,Abr,14
482,2003-04-15,0.0,32.2,20.9,71.125,1.0875,21.162782,2003,Abr,15
483,2003-04-16,7.2,31.8,21.6,73.863636,1.109091,13.575755,2003,Abr,16
484,2003-04-17,0.0,32.8,20.7,74.208333,1.0625,19.468807,2003,Abr,17
485,2003-04-18,0.0,32.3,22.2,69.208333,1.479167,19.380366,2003,Abr,18
486,2003-04-19,0.0,32.3,20.3,67.041667,1.129167,18.949235,2003,Abr,19
487,2003-04-20,0.0,32.3,20.2,69.375,1.366667,18.645734,2003,Abr,20
488,2003-04-21,0.0,31.1,19.0,65.166667,1.720833,19.128409,2003,Abr,21
489,2003-04-22,0.0,31.1,18.1,59.208333,1.783333,18.190392,2003,Abr,22
490,2003-04-23,0.0,31.9,18.0,64.545455,1.45,17.956132,2003,Abr,23
491,2003-04-24,0.0,31.7,19.3,62.0,1.283333,20.887901999999997,2003,Abr,24
492,2003-04-25,0.0,31.7,19.3,67.208333,0.954167,20.409312000000003,2003,Abr,25
493,2003-04-26,0.0,32.6,18.4,64.5,1.079167,20.703761000000004,2003,Abr,26
494,2003-04-27,0.0,31.7,19.5,68.5,1.325,20.650942,2003,Abr,27
495,2003-04-28,0.0,33.2,18.5,66.666667,1.3625,21.014969,2003,Abr,28
496,2003-04-29,0.0,33.1,18.9,67.086957,1.230435,21.033198,2003,Abr,29
497,2003-04-30,0.0,33.5,20.7,65.333333,1.358333,20.159442,2003,Abr,30
498,2003-05-01,0.0,33.2,20.8,67.416667,1.045833,21.103106,2003,Mai,1
500,2003-05-03,0.0,27.6,21.1,76.416667,1.191667,20.192314999999997,2003,Mai,3
501,2003-05-04,1.6,32.0,19.6,72.5,1.854167,20.864152999999998,2003,Mai,4
502,2003-05-05,0.0,31.0,20.0,74.25,1.8125,21.02384,2003,Mai,5
504,2003-05-07,0.0,28.2,21.2,77.666667,0.991667,20.794232,2003,Mai,7
505,2003-05-08,3.6,30.7,20.9,71.833333,1.425,21.037955999999998,2003,Mai,8
506,2003-05-09,0.0,31.4,20.9,67.375,1.35,19.661684,2003,Mai,9
507,2003-05-10,0.0,28.8,19.4,72.75,1.25,19.54403,2003,Mai,10
508,2003-05-11,0.0,29.9,19.5,66.625,1.383333,19.525212,2003,Mai,11
509,2003-05-12,0.0,31.7,17.8,58.708333,1.458333,21.607691,2003,Mai,12
510,2003-05-13,0.0,31.4,18.1,59.909091,1.263636,21.620372,2003,Mai,13
511,2003-05-14,0.0,31.9,17.1,62.541667,1.216667,21.642107,2003,Mai,14
512,2003-05-15,0.0,31.2,20.7,60.125,1.733333,21.733712,2003,Mai,15
513,2003-05-16,0.0,30.6,21.0,56.958333,2.175,21.504321,2003,Mai,16
514,2003-05-17,0.0,30.6,18.2,51.416667,2.454167,21.245486,2003,Mai,17
515,2003-05-18,0.0,31.8,17.9,57.166667,2.458333,19.549422,2003,Mai,18
516,2003-05-19,0.0,31.0,18.2,59.541667,2.529167,16.010058,2003,Mai,19
517,2003-05-20,0.0,31.8,19.9,60.041667,1.341667,26.102829,2003,Mai,20
518,2003-05-21,0.0,32.4,17.5,61.125,1.120833,27.143573,2003,Mai,21
519,2003-05-22,0.0,33.5,16.1,61.0,1.216667,29.032184,2003,Mai,22
520,2003-05-23,0.0,33.2,16.6,61.375,1.320833,28.416833,2003,Mai,23
521,2003-05-24,0.0,33.9,17.3,61.291667,1.570833,28.06662,2003,Mai,24
522,2003-05-25,0.0,33.9,17.9,62.083333,1.479167,22.679441,2003,Mai,25
523,2003-05-26,1.0,32.6,21.2,66.541667,1.4625,20.725662,2003,Mai,26
524,2003-05-27,0.0,32.1,21.4,70.583333,1.7,23.309505,2003,Mai,27
525,2003-05-28,0.8,28.7,21.4,77.142857,0.785714,21.784782,2003,Mai,28
526,2003-05-29,0.0,30.5,22.1,72.347826,1.382609,11.850425999999999,2003,Mai,29
527,2003-05-30,0.2,31.3,18.6,63.208333,1.1625,14.174725,2003,Mai,30
528,2003-05-31,0.0,31.4,17.3,57.833333,1.4625,16.000589,2003,Mai,31
529,2003-06-01,0.0,31.3,18.7,56.826087,1.573913,23.484955999999997,2003,Jun,1
530,2003-06-02,0.0,32.9,17.4,59.916667,1.508333,27.669972,2003,Jun,2
531,2003-06-03,0.0,33.0,18.8,60.73913,1.456522,26.120645,2003,Jun,3
532,2003-06-04,0.0,32.8,18.4,65.045455,1.290909,26.935844,2003,Jun,4
